ATHM,Autohome Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ALV,Autoliv, Inc.,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
AN,AutoNation, Inc.,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
AZO,AutoZone, Inc.,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AVB,AvalonBay Communities, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AGR,Avangrid, Inc.,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr
AVYA,Avaya Holdings Corp.,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVT,Avnet, Inc.,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AVP,Avon Products, Inc.,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AZUL,Azul S.A.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
BGS,B&G Foods, Inc.,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BW,Babcock,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BMI,Badger Meter, Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi
BHGE,Baker Hughes, a GE company,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
BANC,Banc of California, Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^C,Banc of California, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/banc^c
BANC^D,Banc of California, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,Banc of California, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BLX,Banco Latinoamericano de Comercio Exterior, S.A.,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx
BSMX,Banco Santander (M?xico), S.A., Instituci?n de Ban,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx
BSBR,Banco Santander Brasil SA,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac
SAN,Banco Santander, S.A.,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^A,Banco Santander, S.A.,n/a,n/a,https://www.nasdaq.com/symbol/san^a
SAN^B,Banco Santander, S.A.,n/a,n/a,https://www.nasdaq.com/symbol/san^b
SAN^C,Banco Santander, S.A.,n/a,n/a,https://www.nasdaq.com/symbol/san^c
SAN^I,Banco Santander, S.A.,n/a,n/a,https://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKU,BankUnited, Inc.,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BCS^D,Barclays PLC,n/a,n/a,https://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,Barnes & Noble Education, Inc,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,Barnes & Noble, Inc.,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,Barnes Group, Inc.,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
ABX,Barrick Gold Corporation,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/abx
BAS,Basic Energy Services, Inc.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCE,BCE, Inc.,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BZH,Beazer Homes USA, Inc.,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,Becton, Dickinson and Company,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,Becton, Dickinson and Company,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel
BMS,Bemis Company, Inc.,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms
BHE,Benchmark Electronics, Inc.,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,Berkshire Hills Bancorp, Inc.,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,Berry Global Group, Inc.,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BBY,Best Buy Co., Inc.,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BSTI,BEST Inc.,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/bsti
BGCA,BGC Partners, Inc.,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BIG,Big Lots, Inc.,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bbg
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BIO,Bio-Rad Laboratories, Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIO.B,Bio-Rad Laboratories, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkhu
BKI,Black Knight, Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki
BSM,Black Stone Minerals, L.P.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,n/a,n/a,https://www.nasdaq.com/symbol/bgio
BJZ,Blackrock California Municipal 2018 Term Trust,n/a,n/a,https://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,n/a,n/a,https://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,n/a,n/a,https://www.nasdaq.com/symbol/bhk
HYT,Blackrock Corporate High Yield Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/btz
DSU,Blackrock Debt Strategies Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,n/a,n/a,https://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,n/a,n/a,https://www.nasdaq.com/symbol/bdj
EGF,Blackrock Enhanced Government Fund, Inc,n/a,n/a,https://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,n/a,n/a,https://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,n/a,n/a,https://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,n/a,n/a,https://www.nasdaq.com/symbol/bgt
BOE,Blackrock Global,n/a,n/a,https://www.nasdaq.com/symbol/boe
BME,Blackrock Health Sciences Trust,n/a,n/a,https://www.nasdaq.com/symbol/bme
BAF,BlackRock Income Investment Quality Trust,n/a,n/a,https://www.nasdaq.com/symbol/baf
BKT,BlackRock Income Trust Inc. (The),n/a,n/a,https://www.nasdaq.com/symbol/bkt
BGY,BLACKROCK INTERNATIONAL, LTD.,n/a,n/a,https://www.nasdaq.com/symbol/bgy
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),n/a,n/a,https://www.nasdaq.com/symbol/bkn
BTA,BlackRock Long-Term Municipal Advantage Trust,n/a,n/a,https://www.nasdaq.com/symbol/bta
BIT,BlackRock Multi-Sector Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/bit
MUI,Blackrock Muni Intermediate Duration Fund Inc,n/a,n/a,https://www.nasdaq.com/symbol/mui
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,n/a,n/a,https://www.nasdaq.com/symbol/mne
MUA,Blackrock MuniAssets Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mua
BPK,Blackrock Municipal 2018 Term Trust,n/a,n/a,https://www.nasdaq.com/symbol/bpk
BKK,Blackrock Municipal 2020 Term Trust,n/a,n/a,https://www.nasdaq.com/symbol/bkk
BBK,Blackrock Municipal Bond Trust,n/a,n/a,https://www.nasdaq.com/symbol/bbk
BBF,BlackRock Municipal Income Investment Trust,n/a,n/a,https://www.nasdaq.com/symbol/bbf
BYM,Blackrock Municipal Income Quality Trust,n/a,n/a,https://www.nasdaq.com/symbol/bym
BFK,BlackRock Municipal Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/bfk
BTT,BlackRock Municipal Target Term Trust Inc. (The),n/a,n/a,https://www.nasdaq.com/symbol/btt
MEN,Blackrock MuniEnhanced Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/men
MUC,Blackrock MuniHoldings California Quality Fund,  Inc.,n/a,n/a,https://www.nasdaq.com/symbol/muc
MUH,Blackrock MuniHoldings Fund II, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/muh
MHD,Blackrock MuniHoldings Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mhd
MFL,Blackrock MuniHoldings Investment Quality Fund,n/a,n/a,https://www.nasdaq.com/symbol/mfl
MUJ,Blackrock MuniHoldings New Jersey Insured Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/muj
MHN,Blackrock MuniHoldings New York Quality Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mhn
MUE,Blackrock MuniHoldings Quality Fund II, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mue
MUS,Blackrock MuniHoldings Quality Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mus
MVT,Blackrock MuniVest Fund II, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mvt
MYC,Blackrock MuniYield California Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/myc
MCA,Blackrock MuniYield California Insured Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mca
MYD,Blackrock MuniYield Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/myd
MYF,Blackrock MuniYield Investment Fund,n/a,n/a,https://www.nasdaq.com/symbol/myf
MFT,Blackrock MuniYield Investment QualityFund,n/a,n/a,https://www.nasdaq.com/symbol/mft
MIY,Blackrock MuniYield Michigan Quality Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/miy
MYJ,Blackrock MuniYield New Jersey Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/myj
MYN,Blackrock MuniYield New York Quality Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/myn
MPA,Blackrock MuniYield Pennsylvania Quality Fund,n/a,n/a,https://www.nasdaq.com/symbol/mpa
MQT,Blackrock MuniYield Quality Fund II, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mqt
MYI,Blackrock MuniYield Quality Fund III, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/myi
MQY,Blackrock MuniYield Quality Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mqy
BNJ,BlackRock New Jersey Municipal Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/bnj
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,n/a,n/a,https://www.nasdaq.com/symbol/bny
BLH,Blackrock New York Municipal 2018 Term Trust,n/a,n/a,https://www.nasdaq.com/symbol/blh
BQH,Blackrock New York Municipal Bond Trust,n/a,n/a,https://www.nasdaq.com/symbol/bqh
BSE,Blackrock New York Municipal Income Quality Trust,n/a,n/a,https://www.nasdaq.com/symbol/bse
BCX,BlackRock Resources,n/a,n/a,https://www.nasdaq.com/symbol/bcx
BST,BlackRock Science and Technology Trust,n/a,n/a,https://www.nasdaq.com/symbol/bst
BSD,BlackRock Strategic Municipal Trust Inc. (The),n/a,n/a,https://www.nasdaq.com/symbol/bsd
BUI,BlackRock Utility, Infrastructure & Power Opportun,n/a,n/a,https://www.nasdaq.com/symbol/bui
BLK,BlackRock, Inc.,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/blk
BGB,Blackstone / GSO Strategic Credit Fund,n/a,n/a,https://www.nasdaq.com/symbol/bgb
BGX,Blackstone GSO Long Short Credit Income Fund,n/a,n/a,https://www.nasdaq.com/symbol/bgx
BSL,Blackstone GSO Senior Floating Rate Term Fund,n/a,n/a,https://www.nasdaq.com/symbol/bsl
APRN,Blue Apron Holdings, Inc.,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/aprn
BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bcrh
BXG,Bluegreen Vacations Corporation,Finance,Real Estate,https://www.nasdaq.com/symbol/bxg
BXC,BlueLinx Holdings Inc.,Capital Goods,Wholesale Distributors,https://www.nasdaq.com/symbol/bxc
BWP,Boardwalk Pipeline Partners L.P.,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/bwp
BA,Boeing Company (The),Capital Goods,Aerospace,https://www.nasdaq.com/symbol/ba
BCC,Boise Cascade, L.L.C.,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bcc
BCEI,Bonanza Creek Energy, Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bcei
BOOT,Boot Barn Holdings, Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/boot
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/bah
BWA,BorgWarner Inc.,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/bwa
SAM,Boston Beer Company, Inc. (The),Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/sam
BXP,Boston Properties, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bxp
BXP^B,Boston Properties, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/bxp^b
BSX,Boston Scientific Corporation,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bsx
BOX,Box, Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/box
BYD,Boyd Gaming Corporation,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/byd
BPMP,BP Midstream Partners LP,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bpmp
BP,BP p.l.c.,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bp
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bpt
BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/brc
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bdn
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,n/a,n/a,https://www.nasdaq.com/symbol/bwg
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lnd
BAK,Braskem S.A.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bak
BRFS,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/brfs
BPI,Bridgepoint Education, Inc.,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bpi
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bgg
